Sl. No.,Path,Agebucket,Agewt,ECG-0,ECG-1,BM-0,BM-1,CP-0,CP-1,CP-2,DB-0,DB-1,PFH-0,PFH-1,CHOL-0,CHOL-1,SCORE,Max-Score
957,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,2.623,
958,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,2.623,
959,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,2.257,
960,Path-10,76-80,0.020,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,2.257,
961,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,2.848,
962,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,2.848,
963,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.482,
964,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.482,
965,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.076,
966,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.076,
967,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,2.710,
968,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,2.710,
969,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,3.706,
970,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,3.706,
971,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,3.340,
972,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,3.340,
973,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.934,
974,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.934,
975,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,3.568,
976,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,3.568,
977,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,2.807,
978,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,2.807,
979,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,2.441,
980,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,2.441,
981,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,3.035,
982,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,3.035,
983,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,2.669,
984,Path-11,81-85,0.004,0.215,0.000,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,2.669,
985,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,1.850,
986,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,1.850,
987,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,1.484,
988,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,1.484,
989,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,2.078,
990,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,2.078,
991,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,1.712,
992,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,1.712,
993,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,2.708,
994,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,2.708,
995,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.342,
996,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.342,
997,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,2.936,
998,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,2.936,
999,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,2.570,
1000,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,2.570,
1001,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,1.809,
1002,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,1.809,
1003,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,1.443,
1004,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,1.443,
1005,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,2.037,
1006,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,2.037,
1007,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,1.671,
1008,Path-11,81-85,0.004,0.215,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,1.671,
1009,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,3.418,
1010,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,3.418,
1011,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,3.052,
1012,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,3.052,
1013,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.646,
1014,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.646,
1015,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,3.280,
1016,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,3.280,
1017,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,4.276,
1018,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,4.276,
1019,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,3.910,
1020,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,3.910,
1021,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,4.504,
1022,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,4.504,
1023,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,4.138,
1024,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,4.138,
1025,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,3.377,
1026,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,3.377,
1027,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,3.011,
1028,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,3.011,
1029,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,3.605,
1030,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,3.605,
1031,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,3.239,
1032,Path-11,81-85,0.004,0.000,0.785,0.999,0.000,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,3.239,
1033,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.500,0.000,2.420,
1034,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.683,0.000,0.000,0.500,2.420,
1035,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.054,
1036,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.054,
1037,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.500,0.000,2.648,
1038,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.683,0.000,0.000,0.500,2.648,
1039,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.500,0.000,2.282,
1040,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.061,0.000,0.000,0.000,0.614,0.000,0.317,0.000,0.500,2.282,
1041,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.500,0.000,3.278,
1042,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.683,0.000,0.000,0.500,3.278,
1043,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.500,0.000,2.912,
1044,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.386,0.000,0.000,0.317,0.000,0.500,2.912,
1045,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.500,0.000,3.506,
1046,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.683,0.000,0.000,0.500,3.506,
1047,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.500,0.000,3.140,
1048,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.000,0.919,0.000,0.000,0.614,0.000,0.317,0.000,0.500,3.140,
1049,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.500,0.000,2.379,
1050,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.683,0.000,0.000,0.500,2.379,
1051,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.500,0.000,2.013,
1052,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.386,0.000,0.000,0.317,0.000,0.500,2.013,
1053,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.500,0.000,2.607,
1054,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.683,0.000,0.000,0.500,2.607,
1055,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.500,0.000,2.241,
1056,Path-11,81-85,0.004,0.000,0.785,0.000,0.001,0.000,0.000,0.020,0.000,0.614,0.000,0.317,0.000,0.500,2.241,
